rank,gender,age,follows,region,listen_count
7,Male,26,22,北京市 ,1752
6,Female,,41,内蒙古 - 呼和浩特市,860
5,Male,,26,湖南省 - 永州市,413
6,Male,,8,江西省 - 南昌市,1015
8,Male,22,252,重庆市 ,6158
6,Male,,15,辽宁省 - 沈阳市,470
7,Male,23,53,广东省 - 惠州市,2192
8,Male,,97,,4718
7,Female,21,6,北京市 ,1432
8,Male,-83,60,海外 - 其它,7555
6,Female,,15,广东省 - 广州市,510
7,Male,,10,,1136
8,Male,24,43,湖北省 - 武汉市,3153
3,Male,30,8,浙江省 - 嘉兴市,97
7,Female,23,44,天津市 ,2324
8,Male,32,18,山东省 - 德州市,4114
6,Male,20,46,江西省 - 九江市,544
8,Male,,17,浙江省 - 杭州市,3479
8,Male,23,61,江苏省 - 无锡市,4153
7,Male,,12,安徽省 - 安庆市,1213
7,Female,,46,安徽省 - 合肥市,1609
7,Male,30,241,陕西省 - 西安市,1596
7,Male,,10,上海市 ,1783
6,Female,,32,河南省 - 漯河市,717
7,Male,69,29,陕西省 - 西安市,1733
8,Male,21,866,河北省 - 石家庄市,4513
6,Female,,57,湖北省 - 武汉市,870
7,Female,31,6,北京市 ,1708
7,Female,,123,,1875
8,Male,,77,,3118
7,Male,19,16,河南省 - 郑州市,1307
7,Male,,57,安徽省 - 阜阳市,2302
7,Female,,18,湖南省 - 长沙市,3615
7,Female,,66,,2241
7,Male,25,94,北京市 ,1206
5,Female,18,90,山东省 - 日照市,272
7,Male,22,27,内蒙古 - 包头市,2009
7,Male,20,38,北京市 ,1452
8,Male,,32,河南省 - 许昌市,4017
7,Female,,49,云南省 - 大理白族自治州,2735
8,Female,,85,,3144
8,Male,27,1203,山东省 - 济宁市,6092
8,Male,26,190,四川省 - 成都市,7570
6,Female,,20,,577
6,Female,,15,山东省 - 青岛市,601
6,Female,,10,河北省 - 廊坊市,1091
7,Female,,11,重庆市 ,1867
7,Male,,6,安徽省 - 合肥市,1955
7,Male,,20,陕西省 - 西安市,1385
7,Male,,44,,1328
5,Female,,16,陕西省 - 咸阳市,357
7,Male,,61,,1843
9,Male,21,54,福建省 - 厦门市,8361
5,Female,,20,北京市 ,338
8,Female,,22,,6696
8,Male,,4,青海省 - 西宁市,4134
7,Female,21,39,河南省 - 郑州市,2968
7,Female,21,11,陕西省 - 西安市,1776
4,Female,,9,山东省 - 临沂市,155
7,Male,17,28,河北省 - 承德市,1352
6,Female,,13,广西 - 桂林市,813
5,Male,,6,广东省 - 深圳市,372
6,Male,24,25,湖北省 - 随州市,697
7,Male,20,234,四川省 - 南充市,1461
8,Male,,8,陕西省 - 西安市,4157
7,Male,23,20,江西省 - 抚州市,1326
6,Female,,27,北京市 ,427
8,Male,,131,,3354
7,Female,,23,广东省 - 汕头市,1345
7,Female,22,16,湖南省 - 长沙市,2842
7,Male,35,33,陕西省 - 西安市,1482
7,Female,21,60,陕西省 - 西安市,2373
8,Male,19,94,吉林省 - 吉林市,5700
7,Male,23,55,河南省 - 开封市,1369
8,Female,,22,广东省 - 深圳市,3318
7,Male,,0,,1320
9,Male,24,99,四川省 - 南充市,19035
8,Female,21,13,浙江省 - 湖州市,4316
7,Male,22,27,辽宁省 - 丹东市,1717
7,Male,,29,湖南省 - 衡阳市,1063
8,Male,22,53,山东省 - 泰安市,5208
9,Male,24,20,陕西省 - 西安市,8318
7,Male,23,114,江西省 - 赣州市,1226
7,Male,,38,,1637
7,Male,,8,安徽省 - 铜陵市,1289
7,Male,28,92,四川省 - 成都市,2056
7,Male,,2,上海市 ,1487
6,Female,23,103,广东省 - 广州市,998
8,Male,,81,,5503
6,Female,23,45,吉林省 - 长春市,1634
6,Male,,16,浙江省 - 杭州市,706
8,Female,28,13,山东省 - 青岛市,3201
7,Male,,25,江苏省 - 南京市,2666
8,Female,24,14,湖南省 - 长沙市,3098
8,Male,38,7,辽宁省 - 抚顺市,7056
8,Male,28,67,江西省 - 赣州市,4098
2,Male,,9,山东省 - 菏泽市,60
9,Male,,57,安徽省 - 滁州市,8912
8,Male,68,105,江苏省 - 南京市,5430
7,Male,27,50,海外 - 以色列,2036
6,Female,22,168,河北省 - 石家庄市,504
8,Male,27,41,湖南省 - 株洲市,5633
6,Male,,7,广西 - 柳州市,728
7,Male,20,158,湖南省 - 长沙市,1286
7,Female,,98,山东省 - 日照市,1152
6,Female,19,8,云南省 - 昆明市,1044
7,Female,25,44,河南省 - 郑州市,1980
5,Male,,9,云南省 - 昆明市,375
6,Female,,54,河南省 - 郑州市,660
8,Female,25,44,浙江省 - 杭州市,4633
9,Male,,65,,9344
7,Female,,50,辽宁省 - 大连市,1218
9,Female,,411,,16259
5,Female,,14,天津市 ,390
9,Male,,113,,13070
5,Male,,8,河南省 - 南阳市,376
7,Female,,14,江西省 - 吉安市,1319
9,Male,,99,北京市 ,9160
7,Male,20,103,吉林省 - 长春市,2806
7,Female,22,29,辽宁省 - 大连市,1448
8,Male,20,48,四川省 - 广安市,3751
5,Male,27,4,江苏省 - 盐城市,483
7,Male,7,29,黑龙江省 - 绥化市,1041
7,Male,20,6,山东省 - 临沂市,1214
9,Male,21,52,四川省 - 泸州市,9396
8,Male,16,106,河南省 - 驻马店市,4015
5,Male,,15,山东省 - 潍坊市,372
6,Male,,9,四川省 - 成都市,863
6,Female,,1,黑龙江省 - 哈尔滨市,934
6,Male,25,48,四川省 - 乐山市,980
7,Female,,24,甘肃省 - 兰州市,2073
6,Female,22,54,广东省 - 广州市,881
6,Male,,16,湖南省 - 长沙市,750
9,Female,3,386,山东省 - 济南市,9650
8,Female,,236,陕西省 - 宝鸡市,7003
7,Male,,11,河南省 - 安阳市,2570
8,Male,24,45,北京市 ,3841
9,Male,,392,江西省 - 赣州市,10129
10,Male,,141,,21118
7,Male,25,30,重庆市 ,1487
8,Female,23,278,重庆市 ,5050
8,Female,,28,天津市 ,3839
7,Male,,6,广东省 - 深圳市,1274
6,Male,,6,湖南省 - 邵阳市,664
7,Male,,8,北京市 ,1726
7,Male,,6,四川省 - 成都市,1745
7,Male,,63,浙江省 - 杭州市,1786
5,Male,,18,上海市 ,379
8,Male,24,4,山东省 - 青岛市,5753
7,Male,23,28,湖南省 - 长沙市,2199
9,Male,,60,,11063
6,Male,,34,山东省 - 枣庄市,893
7,Male,21,8,江苏省 - 南京市,1747
8,Male,,6,,6511
6,Female,23,38,江苏省 - 南京市,871
0,Female,,108,,0
8,Male,25,221,云南省 - 昆明市,4309
8,Female,24,46,北京市 ,4542
7,Male,22,12,重庆市 ,1478
6,Female,,36,,781
7,Male,,174,,1246
7,Male,,25,,1342
8,Male,21,107,吉林省 - 长春市,3614
7,Male,28,36,北京市 ,2319
6,Male,,4,河南省 - 郑州市,453
7,Male,25,93,江苏省 - 南京市,1693
9,Male,,11,,15345
8,Female,28,22,广东省 - 深圳市,7190
9,Male,23,31,江西省 - 宜春市,10518
7,Male,,96,重庆市 ,2982
6,Male,24,47,四川省 - 成都市,522
8,Male,21,101,北京市 ,4232
7,Male,,17,,1065
9,Male,,120,,9165
5,Female,20,13,山东省 - 潍坊市,1080
7,Male,,136,北京市 ,2567
7,Female,21,40,福建省 - 福州市,2794
6,Female,,5,,487
3,Female,,3,湖北省 - 武汉市,103
7,Male,27,4,福建省 - 厦门市,1075
7,Female,22,44,山东省 - 临沂市,1847
8,Male,-82,49,湖北省 - 孝感市,4255
7,Male,22,69,辽宁省 - 大连市,2362
8,Male,,83,,4432
7,Male,,14,安徽省 - 芜湖市,3901
5,Female,26,8,新疆 - 昌吉回族自治州,355
5,Female,,8,四川省 - 成都市,446
1,Female,,12,云南省 - 昆明市,35
7,Female,,71,,2131
7,Male,24,104,新疆 - 和田地区,2045
7,Male,20,43,青海省 - 西宁市,1685
4,Female,,10,山东省 - 济南市,140
7,Male,23,66,海外 - 智利,2514
7,Female,27,64,河南省 - 安阳市,2392
7,Male,,93,宁夏 - 银川市,2116
7,Male,28,53,广东省 - 广州市,1848
7,Male,,9,海外 - 其它,1059
4,Male,,4,湖北省 - 宜昌市,135
5,Female,,13,浙江省 - 杭州市,246
8,Male,20,104,江苏省 - 无锡市,6521
8,Male,,82,辽宁省 - 大连市,3068
1,Male,,0,河北省 - 廊坊市,15
7,Male,17,49,广东省 - 清远市,1685
7,Male,28,55,辽宁省 - 葫芦岛市,1327
7,Female,,79,西藏 - 林芝地区,1452
9,Female,,6,江苏省 - 南京市,9802
7,Male,28,129,湖北省 - 武汉市,2577
9,Male,19,130,天津市 ,8768
7,Male,,12,湖南省 - 长沙市,2189
8,Female,,16,,4231
7,Male,26,19,浙江省 - 杭州市,2713
5,Male,21,24,陕西省 - 西安市,237
7,Female,,11,,2472
9,Female,,300,,11653
6,Male,,15,山西省 - 长治市,516
8,Female,,43,湖北省 - 武汉市,7778
8,Male,25,117,广东省 - 深圳市,6239
7,Male,18,50,山东省 - 济宁市,1412
6,Male,,19,福建省 - 厦门市,685
5,Male,,12,北京市 ,273
7,Male,,8,,2562
8,Male,33,86,陕西省 - 西安市,5839
7,Male,,24,安徽省 - 安庆市,1936
7,Male,21,45,海南省 - 三亚市,2737
7,Female,22,114,青海省 - 海北藏族自治州,2940
7,Male,,114,海外 - 摩洛哥,2255
7,Female,30,88,河南省 - 洛阳市,1238
7,Male,23,17,江苏省 - 宿迁市,1291
6,Male,13,17,山东省 - 泰安市,999
8,Female,,498,,3684
7,Female,,70,,1822
7,Female,,42,河北省 - 保定市,1125
8,Male,28,33,江苏省 - 南京市,3736
6,Female,,7,,698
8,Male,25,75,上海市 ,3973
8,Male,24,62,甘肃省 - 天水市,5301
6,Male,27,13,江苏省 - 南京市,710
7,Male,25,33,河北省 - 石家庄市,1810
8,Female,22,110,湖北省 - 武汉市,7093
7,Male,22,96,重庆市 ,2617
7,Female,,5,上海市 ,2121
7,Male,,7,湖北省 - 武汉市,1387
6,Female,,54,湖北省 - 武汉市,844
7,Female,23,53,安徽省 - 合肥市,1101
7,Male,23,65,重庆市 ,1132
7,Male,24,12,山东省 - 枣庄市,2501
8,Male,,67,宁夏 - 银川市,3587
6,Male,,38,重庆市 ,657
7,Female,,18,辽宁省 - 沈阳市,1666
8,Female,,10,,7146
8,Male,22,42,浙江省 - 杭州市,7490
8,Female,,29,福建省 - 福州市,4703
7,Female,26,19,湖北省 - 襄樊市,1204
8,Male,19,61,北京市 ,3408
7,Female,,19,陕西省 - 榆林市,1232
6,Male,,21,北京市 ,496
6,Female,,44,新疆 - 乌鲁木齐市,605
7,Male,26,23,北京市 ,1707
6,Male,25,63,河南省 - 焦作市,975
6,Female,,9,陕西省 - 延安市,544
8,Male,,42,,4814
7,Male,24,18,湖北省 - 荆州市,1899
9,Female,28,126,江苏省 - 常州市,9588
7,Male,30,92,上海市 ,1422
6,Female,21,47,甘肃省 - 平凉市,1775
7,Female,,1,内蒙古 - 呼和浩特市,1105
8,Female,,12,云南省 - 昆明市,3605
8,Male,25,8,江苏省 - 南京市,5758
6,Male,,13,山东省 - 济南市,591
9,Female,24,21985,山西省 - 太原市,10622
8,Male,,61,,3424
6,Male,,20,湖南省 - 株洲市,657
9,Female,23,57,四川省 - 成都市,9597
5,Female,24,4,北京市 ,274
8,Female,34,287,浙江省 - 杭州市,6805
8,Female,20,158,北京市 ,6677
6,Male,28,7,河北省 - 石家庄市,3635
9,Male,26,225,山东省 - 青岛市,12008
6,Female,,29,天津市 ,837
7,Male,18,14,江苏省 - 淮安市,2245
9,Female,,66,,16443
7,Male,21,58,四川省 - 成都市,1053
5,Male,,29,内蒙古 - 兴安盟,358
5,Male,,8,黑龙江省 - 大庆市,224
8,Female,24,4,山东省 - 滨州市,3633
5,Male,,85,,1348
7,Male,,26,,1388
8,Male,26,86,浙江省 - 杭州市,6954
7,Male,,14,河南省 - 郑州市,2011
7,Male,31,8,江苏省 - 连云港市,2142
8,Male,25,315,北京市 ,7275
6,Male,24,24,香港 ,648
7,Female,22,25,西藏 - 拉萨市,1761
5,Male,,13,广东省 - 清远市,203
7,Female,24,10,江苏省 - 扬州市,1037
7,Female,18,6,宁夏 - 银川市,1172
6,Female,,19,河北省 - 衡水市,861
8,Male,21,55,湖北省 - 武汉市,4612
6,Male,,12,云南省 - 昆明市,916
7,Male,26,6,四川省 - 成都市,1427
8,Male,23,66,河北省 - 唐山市,3293
7,Male,21,25,黑龙江省 - 大庆市,2251
7,Male,,96,陕西省 - 西安市,1336
6,Female,,29,,852
8,Male,26,67,海外 - 冰岛,3565
1,Female,,8,安徽省 - 合肥市,30
7,Female,22,31,河南省 - 洛阳市,1972
7,Male,23,103,海外 - 其它,2655
7,Male,,203,,1630
6,Male,,8,安徽省 - 蚌埠市,566
7,Male,24,15,安徽省 - 蚌埠市,1088
8,Male,69,150,海外 - 美国,3877
6,Male,,34,河南省 - 郑州市,492
7,Male,,48,湖北省 - 武汉市,1177
8,Male,21,174,天津市 ,7256
7,Female,,52,山东省 - 淄博市,2256
7,Male,22,23,云南省 - 红河哈尼族彝族自治州,1955
1,Male,,8,甘肃省 - 庆阳市,22
5,Female,,11,,592
8,Female,19,61,河南省 - 郑州市,5013
7,Male,,88,新疆 - 乌鲁木齐市,2125
7,Male,18,62,甘肃省 - 庆阳市,1602
8,Female,21,162,北京市 ,4291
7,Male,24,96,浙江省 - 台州市,2944
7,Male,,25,陕西省 - 西安市,2166
8,Female,,69,,4734
6,Male,,7,北京市 ,530
6,Male,,17,内蒙古 - 兴安盟,459
7,Male,31,14,湖北省 - 武汉市,2530
5,Male,,2,北京市 ,355
8,Male,24,7,北京市 ,3644
9,Male,,21,,10185
6,Female,27,20,云南省 - 普洱市,974
8,Female,22,217,山东省 - 济南市,5283
7,Male,,30,河北省 - 邯郸市,1004
8,Male,22,35,黑龙江省 - 佳木斯市,4731
7,Female,23,30,江西省 - 吉安市,2266
7,Male,24,77,江苏省 - 扬州市,1306
7,Female,19,72,新疆 - 巴音郭楞蒙古自治州,1432
8,Male,18,16,河北省 - 石家庄市,4063
6,Female,21,32,北京市 ,810
7,Female,24,179,陕西省 - 西安市,2920
7,Male,,123,,2783
8,Female,,73,,4144
7,Female,21,56,北京市 ,1277
8,Male,,98,浙江省 - 温州市,5360
7,Female,23,109,四川省 - 成都市,1508
7,Male,,90,江苏省 - 南通市,2620
8,Male,31,150,陕西省 - 西安市,5181
9,Male,23,15,河南省 - 开封市,8451
6,Female,,12,四川省 - 广元市,637
8,Female,,28,内蒙古 - 呼和浩特市,4690
7,Female,20,86,吉林省 - 四平市,1183
7,Male,22,28,江苏省 - 南京市,2259
8,Female,24,122,安徽省 - 合肥市,6669
7,Female,,10,重庆市 ,2346
6,Female,,1,江苏省 - 徐州市,615
7,Female,,48,江苏省 - 常州市,2911
7,Female,,14,河南省 - 新乡市,1383
7,Female,,13,辽宁省 - 沈阳市,1376
5,Female,,16,黑龙江省 - 大庆市,360
7,Male,27,144,黑龙江省 - 哈尔滨市,1485
7,Female,22,58,四川省 - 成都市,1986
8,Male,28,118,浙江省 - 宁波市,3121
7,Male,,59,安徽省 - 宣城市,1471
7,Female,21,28,河南省 - 信阳市,2719
8,Male,20,138,安徽省 - 黄山市,3964
7,Female,,23,江苏省 - 南京市,2486
7,Male,24,120,北京市 ,1141
8,Male,30,24704,上海市 ,3086
7,Male,,42,甘肃省 - 兰州市,2281
7,Female,23,15,四川省 - 达州市,2609
6,Male,,16,福建省 - 福州市,523
8,Male,,11,,3526
5,Male,,8,浙江省 - 绍兴市,293
8,Male,22,223,湖南省 - 长沙市,4496
7,Male,,36,河南省 - 郑州市,1344
7,Female,23,25,安徽省 - 宣城市,1932
3,Female,,7,北京市 ,111
7,Male,25,36,江苏省 - 苏州市,1787
7,Male,,240,,1395
7,Female,,99,,1563
5,Male,22,14,四川省 - 达州市,556
6,Female,,70,,572
8,Female,,64,,4236
6,Female,,9,广西 - 北海市,422
7,Male,27,21,河南省 - 安阳市,2196
8,Male,,89,河北省 - 邢台市,3492
7,Male,,98,,2363
8,Male,24,61,四川省 - 成都市,4144
7,Male,,83,江西省 - 九江市,1297
8,Female,,9,北京市 ,4218
9,Male,29,145,陕西省 - 西安市,17966
8,Male,,33,广东省 - 深圳市,3980
7,Female,,55,天津市 ,1972
6,Female,,12,海外 - 哈萨克斯坦,743
6,Female,2,14,河南省 - 郑州市,901
7,Male,,48,,1776
6,Male,,16,,747
8,Female,27,69,浙江省 - 杭州市,5653
7,Male,,244,重庆市 ,2978
8,Male,25,39,青海省 - 西宁市,3189
6,Male,24,54,山东省 - 临沂市,908
7,Male,,12,山东省 - 日照市,2835
7,Male,25,7,北京市 ,2469
10,Male,35,34,北京市 ,22970
5,Male,24,13,重庆市 ,737
7,Male,27,5,浙江省 - 温州市,2463
7,Female,,79,江苏省 - 南京市,2708
8,Male,,103,北京市 ,4731
7,Female,20,53,河南省 - 郑州市,1245
9,Male,,28,,11552
5,Female,,13,江苏省 - 南京市,207
7,Female,28,22,浙江省 - 温州市,2039
6,Female,,25,湖北省 - 武汉市,713
8,Female,,21,,6332
6,Male,,16,,883
7,Male,18,201,河北省 - 秦皇岛市,1043
8,Female,24,53,河北省 - 秦皇岛市,3848
7,Male,20,100,山东省 - 济宁市,1279
6,Male,23,58,山东省 - 济南市,415
7,Male,4,123,吉林省 - 辽源市,1398
6,Female,,51,,500
8,Male,27,54,广东省 - 深圳市,7484
8,Male,,61,,6277
7,Male,,105,,1047
6,Male,27,28,湖北省 - 武汉市,427
5,Female,,28,贵州省 - 贵阳市,260
8,Male,,221,江苏省 - 扬州市,4554
6,Female,,23,安徽省 - 宿州市,478
8,Male,26,52,河南省 - 许昌市,3468
4,Female,,8,江苏省 - 常州市,287
8,Male,18,83,安徽省 - 宣城市,3108
7,Female,25,29,广东省 - 深圳市,1239
9,Male,23,56,江苏省 - 常州市,8499
7,Female,,72,,1405
9,Male,26,139,北京市 ,9012
7,Male,,6,陕西省 - 西安市,1136
7,Female,18,56,安徽省 - 阜阳市,1719
7,Male,,16,广东省 - 茂名市,2539
5,Female,19,7,江西省 - 南昌市,719
7,Male,21,42,天津市 ,2508
7,Female,,9,,12699
7,Male,,9,云南省 - 大理白族自治州,2637
8,Male,,31,北京市 ,3220
8,Female,99,175,广东省 - 广州市,6177
7,Male,25,24,广东省 - 惠州市,2388
7,Male,28,27,江苏省 - 南通市,1696
8,Male,19,416,海外 - 其它,6794
8,Female,28,1,上海市 ,3423
7,Male,28,36,陕西省 - 西安市,1130
6,Female,21,43,江西省 - 南昌市,591
8,Male,28,15,江苏省 - 苏州市,3084
8,Female,,16,,3904
6,Female,,22,甘肃省 - 陇南市,631
7,Male,23,214,广东省 - 广州市,2252
7,Female,21,90,江苏省 - 苏州市,1897
6,Male,,43,广东省 - 东莞市,471
8,Male,,40,浙江省 - 杭州市,3856
8,Male,24,57,上海市 ,3089
6,Female,20,25,山东省 - 淄博市,652
8,Female,27,24,北京市 ,4286
5,Female,,4,重庆市 ,247
7,Female,22,8,浙江省 - 台州市,1057
8,Male,25,5,陕西省 - 西安市,5646
7,Male,20,118,云南省 - 丽江市,1286
7,Male,,21,江西省 - 南昌市,1623
7,Female,21,119,安徽省 - 马鞍山市,2167
9,Male,,235,,8827
7,Male,20,28,安徽省 - 六安市,1293
7,Female,,19,,2524
8,Male,18,80,广东省 - 梅州市,4890
7,Female,24,95,河南省 - 洛阳市,2569
7,Female,23,19,云南省 - 昆明市,2105
5,Female,,12,江苏省 - 常州市,230
8,Male,20,153,海外 - 其它,4761
6,Female,21,88,山东省 - 潍坊市,803
10,Male,28,70,广东省 - 深圳市,22008
7,Male,,249,四川省 - 成都市,2645
7,Female,,35,安徽省 - 阜阳市,1496
8,Female,25,25,北京市 ,6153
6,Male,,73,江西省 - 赣州市,803
6,Male,18,60,安徽省 - 合肥市,666
8,Female,,16,辽宁省 - 沈阳市,4108
6,Male,19,23,湖北省 - 武汉市,930
7,Male,20,175,广东省 - 韶关市,2654
7,Female,,22,上海市 ,4701
8,Male,26,397,山东省 - 烟台市,5094
7,Female,,19,,2112
5,Female,,11,浙江省 - 绍兴市,244
8,Male,26,97,浙江省 - 宁波市,7949
7,Female,21,22,安徽省 - 合肥市,1792
8,Male,,27,广西 - 防城港市,6669
7,Female,22,28,江西省 - 南昌市,1635
9,Male,26,19,北京市 ,8067
8,Male,28,22,北京市 ,4453
7,Male,28,17,陕西省 - 渭南市,2027
7,Male,21,46,山东省 - 青岛市,1562
8,Female,,12,江苏省 - 南京市,3403
6,Male,,6,,883
7,Male,29,61,陕西省 - 宝鸡市,1433
8,Female,25,16,北京市 ,3527
9,Male,26,123,上海市 ,16082
7,Female,,20,,1648
6,Female,19,120,浙江省 - 湖州市,863
8,Female,22,132,山东省 - 烟台市,4929
7,Male,,28,吉林省 - 四平市,1111
7,Female,,32,内蒙古 - 呼和浩特市,1114
7,Female,,16,江苏省 - 徐州市,1096
7,Male,,303,西藏 - 拉萨市,2341
7,Female,,184,,1152
7,Male,26,146,宁夏 - 银川市,2091
7,Female,23,125,海外 - 其它,1780
8,Male,19,138,重庆市 ,4970
7,Female,,21,天津市 ,2739
5,Male,,4,辽宁省 - 盘锦市,380
7,Female,24,57,新疆 - 塔城地区,1055
7,Female,,65,甘肃省 - 嘉峪关市,1083
8,Male,,19,湖北省 - 武汉市,4904
9,Male,25,24,浙江省 - 温州市,10467
9,Female,,280,,13887
5,Female,,1,云南省 - 大理白族自治州,654
8,Male,28,20,上海市 ,3038
8,Male,21,77,河北省 - 唐山市,3177
7,Male,28,81,重庆市 ,2217
8,Male,19,193,海外 - 美国,6415
8,Female,,75,,7118
7,Male,0,150,天津市 ,1640
8,Male,,26,北京市 ,5395
7,Female,22,43,湖南省 - 衡阳市,2971
7,Female,26,131,黑龙江省 - 伊春市,2830
7,Male,25,74,云南省 - 丽江市,1263
8,Male,1,605,河北省 - 沧州市,3464
7,Female,23,31,浙江省 - 温州市,2266
0,Female,,216,,4
7,Female,,18,内蒙古 - 包头市,1073
2,Female,,14,山东省 - 济南市,62
7,Male,,51,重庆市 ,1053
7,Female,,67,吉林省 - 吉林市,1813
4,Male,,14,云南省 - 昆明市,281
8,Male,,28,山西省 - 太原市,5089
7,Male,25,18,浙江省 - 杭州市,2357
3,Female,,10,山东省 - 烟台市,105
9,Male,21,31,海外 - 其它,8145
6,Male,24,63,吉林省 - 长春市,946
6,Male,,20,安徽省 - 铜陵市,586
6,Male,22,32,北京市 ,607
7,Female,23,51,海外 - 新西兰,1651
7,Female,,80,,1183
8,Female,24,45,湖北省 - 武汉市,3693
6,Male,21,57,江西省 - 赣州市,909
8,Male,26,43,陕西省 - 西安市,4737
7,Female,,17,,1734
6,Male,18,14,河北省 - 石家庄市,552
7,Female,,49,广东省 - 清远市,2326
8,Male,24,78,江苏省 - 南通市,6798
7,Male,22,79,河北省 - 承德市,2256
6,Male,,7,浙江省 - 杭州市,772
6,Male,20,8,河南省 - 驻马店市,801
7,Male,,67,上海市 ,1879
7,Male,28,939,宁夏 - 银川市,2980
8,Male,20,42,四川省 - 成都市,3893
4,Female,,8,海外 - 美国,143
8,Male,29,40,山东省 - 东营市,3511
10,Male,28,26,湖南省 - 长沙市,20107
8,Female,,78,,5224
8,Male,,112,,5810
7,Male,13,203,广东省 - 江门市,2436
8,Female,,155,,7835
7,Male,18,56,湖北省 - 黄石市,3192
3,Female,,6,江西省 - 南昌市,96
3,Male,,6,河北省 - 衡水市,92
8,Female,20,23,河南省 - 郑州市,4869
7,Female,,37,河南省 - 信阳市,1155
9,Female,17,498,浙江省 - 温州市,8981
6,Male,17,33,河南省 - 鹤壁市,516
7,Male,22,14,广东省 - 广州市,1227
9,Male,30,82,北京市 ,8448
6,Male,,0,河北省 - 廊坊市,612
5,Male,,15,山东省 - 泰安市,355
7,Male,23,12,河北省 - 秦皇岛市,2540
8,Female,20,137,山东省 - 济南市,4352
7,Male,,246,辽宁省 - 大连市,2898
8,Female,,50,,6027
8,Male,,233,,6048
8,Female,19,194,海外 - 英国,7978
9,Female,,110,,10803
8,Male,16,25,福建省 - 泉州市,3433
8,Male,27,64,江西省 - 新余市,7292
5,Male,,26,陕西省 - 西安市,323
6,Male,,69,,926
8,Female,,55,北京市 ,4625
8,Male,21,54,安徽省 - 合肥市,4044
8,Female,,155,,6263
6,Female,18,13,河北省 - 廊坊市,422
