rank,gender,age,follows,region,listen_count
7,Female,,145,北京市 ,1920
7,Male,,216,,1189
6,Female,,34,吉林省 - 白山市,502
8,Male,30,82,广东省 - 梅州市,5407
5,Male,,17,河南省 - 南阳市,286
8,Male,27,152,浙江省 - 宁波市,3336
8,Female,,10,海外 - 其它,3942
6,Male,,1114,,785
8,Male,,42,北京市 ,4283
7,Male,22,11,山东省 - 青岛市,2255
1,Male,,6,新疆 - 乌鲁木齐市,35
8,Female,,40,北京市 ,3351
7,Female,,26,安徽省 - 合肥市,2447
6,Male,28,11,湖南省 - 长沙市,408
8,Male,22,4,海外 - 其它,3526
8,Male,24,47,云南省 - 昆明市,3171
8,Male,20,95,湖南省 - 郴州市,3740
6,Male,,69,河南省 - 郑州市,731
7,Female,,44,安徽省 - 合肥市,2185
7,Male,19,41,江西省 - 赣州市,2039
7,Male,25,20,福建省 - 厦门市,1155
9,Female,,50,山东省 - 济南市,13633
7,Male,20,10,河南省 - 郑州市,1573
8,Female,,56,青海省 - 海东地区,3263
6,Female,,58,北京市 ,871
8,Male,27,17,江苏省 - 苏州市,3519
7,Female,23,94,湖北省 - 武汉市,1291
7,Male,28,82,云南省 - 昆明市,1548
9,Male,26,32,北京市 ,13966
7,Female,19,121,山东省 - 青岛市,1690
8,Female,27,151,广东省 - 深圳市,4396
6,Male,22,63,浙江省 - 杭州市,864
6,Female,22,22,新疆 - 博尔塔拉蒙古自治州,810
4,Female,23,10,湖北省 - 武汉市,184
6,Male,19,20,江苏省 - 南京市,467
7,Female,,15,河南省 - 濮阳市,2042
6,Female,,13,河北省 - 保定市,923
7,Female,,19,福建省 - 漳州市,1322
7,Female,,4,,2012
6,Female,,8,四川省 - 成都市,637
7,Female,29,111,陕西省 - 商洛市,1728
7,Male,,11,青海省 - 西宁市,1608
7,Male,,72,广东省 - 惠州市,1584
9,Male,22,36,广东省 - 广州市,11641
7,Female,,85,,2037
6,Male,22,8,山东省 - 济宁市,645
8,Female,,52,,4822
8,Male,,39,四川省 - 成都市,3138
7,Female,24,10,四川省 - 成都市,2130
8,Male,21,42,山西省 - 运城市,6024
7,Male,,23,重庆市 ,1215
8,Male,99,79,湖南省 - 长沙市,3970
8,Female,21,149,四川省 - 成都市,4646
7,Female,23,23,安徽省 - 合肥市,2371
8,Female,,40,,5774
8,Female,22,38,北京市 ,3292
7,Female,,13,,1917
8,Male,19,198,广东省 - 潮州市,4094
8,Male,21,53,山东省 - 济南市,3949
8,Male,24,272,山东省 - 临沂市,6872
7,Male,31,0,浙江省 - 金华市,2302
4,Male,26,12,江苏省 - 南京市,339
5,Male,,11,广西 - 柳州市,385
6,Female,,20,陕西省 - 西安市,796
5,Male,,45,江苏省 - 南京市,331
7,Female,28,6,浙江省 - 嘉兴市,1106
7,Female,,49,,1619
6,Male,27,44,安徽省 - 淮南市,905
6,Male,,54,,688
7,Female,,16,江苏省 - 南京市,2033
8,Male,,160,,4605
8,Female,,36,上海市 ,4228
6,Male,,18,海南省 - 三亚市,523
7,Female,,121,,2223
7,Male,24,75,湖南省 - 长沙市,1500
9,Male,17,52,新疆 - 伊犁哈萨克自治州,8603
7,Male,,47,河北省 - 石家庄市,2176
8,Female,,73,上海市 ,3516
6,Male,,20,山东省 - 青岛市,657
6,Female,19,32,山东省 - 泰安市,433
7,Male,,43,,1319
7,Male,22,85,江苏省 - 南京市,2066
9,Male,26,94,广东省 - 深圳市,9046
8,Male,21,374,陕西省 - 西安市,3987
7,Male,20,32,云南省 - 大理白族自治州,1698
7,Female,21,53,湖南省 - 长沙市,1681
7,Male,21,71,云南省 - 昆明市,1147
6,Male,,18,江西省 - 南昌市,557
7,Female,21,55,山东省 - 烟台市,1361
6,Female,,23,安徽省 - 芜湖市,634
8,Male,,69,,5320
6,Female,,89,,479
5,Male,19,27,河南省 - 商丘市,386
7,Female,,12,,1147
9,Male,,193,,8469
7,Male,,6,湖南省 - 长沙市,1581
7,Female,25,9,湖北省 - 武汉市,1220
6,Male,19,4,湖北省 - 荆门市,547
8,Female,22,67,浙江省 - 温州市,3147
5,Female,13,86,内蒙古 - 兴安盟,667
7,Male,21,60,山东省 - 临沂市,2156
7,Male,,31,河北省 - 保定市,1991
7,Female,,24,,2277
8,Female,25,35,山西省 - 长治市,3022
8,Male,20,39,山西省 - 晋中市,3602
7,Female,28,9,北京市 ,2806
6,Male,,32,江苏省 - 常州市,762
8,Male,,45,山东省 - 菏泽市,3659
6,Male,23,36,河南省 - 焦作市,640
6,Female,,27,四川省 - 广元市,542
7,Male,21,14,山东省 - 德州市,1403
7,Male,,8,海外 - 加拿大,1377
7,Male,19,31,四川省 - 遂宁市,1464
9,Male,23,77,甘肃省 - 陇南市,8336
7,Female,20,27,湖南省 - 长沙市,2618
9,Female,23,115,四川省 - 成都市,9389
7,Male,22,94,海外 - 澳大利亚,1772
7,Male,,74,四川省 - 绵阳市,1076
8,Female,,22,广西 - 河池市,7055
6,Male,,87,广东省 - 惠州市,683
7,Female,,115,,2507
9,Male,20,26,河南省 - 郑州市,8267
7,Female,22,4,江苏省 - 苏州市,1340
8,Male,19,158,黑龙江省 - 哈尔滨市,3577
10,Male,22,103,北京市 ,36254
9,Male,22,297,天津市 ,9648
5,Female,16,14,湖北省 - 宜昌市,250
1,Female,,8,黑龙江省 - 伊春市,23
7,Male,,30,,2537
4,Female,,6,浙江省 - 杭州市,152
8,Male,,91,陕西省 - 西安市,4138
8,Male,25,34,北京市 ,4175
7,Female,22,84,河南省 - 郑州市,1372
7,Female,20,14,内蒙古 - 呼和浩特市,2959
8,Male,,145,,3145
4,Male,24,6,北京市 ,161
6,Female,,10,河南省 - 郑州市,920
7,Male,15,19,湖南省 - 郴州市,2648
7,Male,,85,福建省 - 莆田市,1244
7,Male,24,137,陕西省 - 西安市,2792
8,Male,,16,黑龙江省 - 大庆市,4540
9,Male,22,114,四川省 - 凉山彝族自治州,11403
8,Female,21,82,湖北省 - 武汉市,5439
6,Male,25,0,北京市 ,470
8,Male,,197,,5178
8,Male,22,21,湖南省 - 岳阳市,3598
9,Male,28,148,陕西省 - 西安市,13481
6,Female,24,62,黑龙江省 - 佳木斯市,980
8,Male,22,176,河南省 - 驻马店市,7233
3,Male,,4,湖北省 - 荆州市,100
5,Female,18,6,安徽省 - 蚌埠市,330
7,Male,,124,,2192
7,Male,24,115,江西省 - 赣州市,2620
6,Male,16,2,山东省 - 枣庄市,991
7,Female,,60,河南省 - 开封市,2288
8,Male,23,47,四川省 - 泸州市,3781
7,Female,,5,江苏省 - 南京市,2134
7,Female,,10,北京市 ,2231
8,Female,,85,,6745
6,Female,20,51,河南省 - 许昌市,963
6,Male,,17,山东省 - 济宁市,950
5,Female,18,42,四川省 - 达州市,3322
8,Male,19,218,湖北省 - 武汉市,5370
7,Male,22,16,陕西省 - 西安市,1862
8,Male,22,164,江苏省 - 常州市,5558
7,Male,23,88,黑龙江省 - 哈尔滨市,2273
7,Male,20,27,云南省 - 昆明市,1579
7,Female,,91,上海市 ,1804
7,Male,24,17,湖北省 - 鄂州市,1366
7,Male,25,102,广东省 - 湛江市,2673
8,Male,23,100,河南省 - 南阳市,3054
7,Female,,7,陕西省 - 西安市,1315
8,Female,22,20,河北省 - 邢台市,3522
8,Male,23,18,四川省 - 遂宁市,5973
7,Female,,48,河北省 - 邢台市,1720
8,Female,24,104,河南省 - 郑州市,4186
8,Male,,190,山东省 - 临沂市,3129
6,Female,,21,,921
7,Male,,35,四川省 - 成都市,1919
8,Male,19,161,广东省 - 深圳市,6573
4,Male,,10,福建省 - 福州市,186
8,Female,20,100,江西省 - 九江市,4223
8,Male,26,32,甘肃省 - 兰州市,4048
3,Male,,4,浙江省 - 温州市,89
7,Female,,34,山东省 - 潍坊市,1286
8,Male,23,249,北京市 ,3521
8,Male,24,11,陕西省 - 西安市,8029
9,Male,22,122,安徽省 - 安庆市,9133
4,Female,,8,四川省 - 攀枝花市,156
6,Male,20,44,江苏省 - 南京市,609
7,Female,,211,江苏省 - 连云港市,2362
7,Male,23,4,湖北省 - 黄石市,1981
7,Male,,803,,2996
7,Female,,46,,1239
6,Female,24,4,四川省 - 成都市,422
9,Female,,50,湖南省 - 长沙市,11511
7,Male,22,22,江西省 - 南昌市,1533
5,Male,18,4,河南省 - 商丘市,348
8,Male,,146,北京市 ,7931
3,Male,1,2,广东省 - 深圳市,126
8,Female,,80,广东省 - 广州市,4717
8,Male,,272,,7729
6,Male,16,16,甘肃省 - 定西市,451
4,Female,,4,内蒙古 - 呼和浩特市,177
5,Male,,191,江苏省 - 南京市,839
7,Male,,171,河北省 - 保定市,2810
8,Female,,56,湖南省 - 长沙市,3318
8,Female,,27,,4149
6,Female,20,20,内蒙古 - 通辽市,981
7,Female,24,49,河南省 - 安阳市,1479
7,Female,28,14,山东省 - 临沂市,1348
8,Female,,60,陕西省 - 西安市,3389
6,Male,,34,宁夏 - 银川市,501
8,Male,39,489,河北省 - 石家庄市,3814
8,Male,28,4,北京市 ,5270
8,Female,,33,,4028
6,Male,,6,湖北省 - 十堰市,438
8,Female,,62,安徽省 - 合肥市,5361
7,Male,27,40,北京市 ,1089
8,Female,21,402,安徽省 - 亳州市,4270
8,Male,19,78,北京市 ,5232
9,Male,19,114,陕西省 - 榆林市,8111
7,Female,,95,吉林省 - 吉林市,2277
8,Male,32,20,北京市 ,3096
8,Male,24,214,北京市 ,4094
6,Male,22,109,河北省 - 保定市,621
3,Male,,20,北京市 ,122
6,Female,,92,,620
9,Male,24,148,广东省 - 广州市,8381
8,Male,20,53,江西省 - 抚州市,4079
7,Female,,36,,1253
6,Male,,38,内蒙古 - 赤峰市,410
7,Male,,45,广东省 - 汕尾市,2176
6,Male,,10,湖南省 - 怀化市,683
8,Female,21,135,浙江省 - 杭州市,4730
8,Female,,53,天津市 ,3018
6,Male,,48,浙江省 - 杭州市,1230
8,Female,,57,,4500
7,Male,28,13,四川省 - 成都市,2058
7,Male,,38,陕西省 - 西安市,1622
7,Male,22,91,北京市 ,2728
6,Male,15,149,山东省 - 淄博市,538
8,Male,23,15,河南省 - 新乡市,3518
8,Male,26,29,江苏省 - 南京市,3015
8,Female,,54,,6282
7,Male,,57,河北省 - 唐山市,2675
7,Female,20,204,山东省 - 潍坊市,1274
6,Male,28,35,重庆市 ,782
3,Male,,12,河南省 - 郑州市,118
7,Male,28,17,陕西省 - 西安市,1029
3,Female,18,16,江苏省 - 南通市,117
8,Female,28,1,湖北省 - 武汉市,3696
7,Female,,88,,2485
7,Male,,20,,2202
5,Male,34,9,宁夏 - 银川市,299
7,Female,,37,四川省 - 成都市,1837
6,Female,,25,海外 - 其它,795
6,Male,,25,河北省 - 石家庄市,443
8,Male,23,116,广东省 - 广州市,5487
7,Male,,38,山东省 - 青岛市,1852
8,Male,,63,,3629
7,Male,28,6,河北省 - 沧州市,1642
6,Male,23,44,甘肃省 - 天水市,981
6,Female,22,8,贵州省 - 毕节地区,2052
9,Male,,382,,8496
8,Female,,4847,,6621
8,Male,,33,广东省 - 惠州市,6345
6,Male,,83,湖南省 - 长沙市,960
7,Male,22,32,陕西省 - 西安市,1192
7,Female,,2,北京市 ,2981
7,Male,,72,山西省 - 太原市,1017
8,Female,22,77,贵州省 - 贵阳市,4218
2,Male,,8,山东省 - 青岛市,106
7,Male,,29,山东省 - 烟台市,2149
7,Female,,117,山东省 - 临沂市,2504
3,Female,,10,江西省 - 上饶市,120
8,Male,23,78,河南省 - 鹤壁市,6282
7,Male,22,91,江苏省 - 扬州市,1461
9,Male,,308,,11301
5,Female,6,7,香港 ,298
7,Female,20,24,浙江省 - 温州市,2199
6,Male,21,17,辽宁省 - 盘锦市,710
8,Male,24,210,湖北省 - 武汉市,7729
8,Male,,128,湖南省 - 长沙市,5291
8,Female,,17,,3970
8,Male,,2,,3519
6,Female,22,49,四川省 - 泸州市,729
9,Male,24,113,北京市 ,12064
7,Male,20,222,河南省 - 信阳市,2453
9,Male,22,346,湖南省 - 衡阳市,17735
7,Male,2,97,山东省 - 威海市,2220
3,Male,,5,广东省 - 深圳市,129
7,Male,,18,重庆市 ,1616
8,Female,19,119,山西省 - 忻州市,4386
8,Female,,62,福建省 - 厦门市,3846
7,Male,,142,,1850
8,Male,,132,,4477
6,Female,,16,,958
7,Female,26,566,陕西省 - 咸阳市,1346
7,Female,,42,江苏省 - 徐州市,1955
6,Female,,0,山东省 - 潍坊市,485
6,Female,21,9,河北省 - 邯郸市,951
7,Male,22,1,台湾省 - 台北市,1514
6,Female,,4,山东省 - 济南市,895
1,Female,1,9,安徽省 - 宣城市,14
7,Female,,16,山东省 - 济南市,1301
9,Male,24,138,江苏省 - 南京市,15068
7,Female,24,7,重庆市 ,1817
5,Female,,7,山东省 - 济南市,215
6,Male,,23,山东省 - 济宁市,919
7,Male,28,28,北京市 ,1936
8,Male,28,68,湖南省 - 岳阳市,3267
7,Male,,17,广东省 - 广州市,1277
7,Male,,95,,1501
8,Female,25,80,陕西省 - 宝鸡市,5266
7,Female,21,14,云南省 - 怒江傈僳族自治州,1509
8,Female,,197,,5015
7,Female,,96,河南省 - 信阳市,2540
7,Female,20,20,新疆 - 乌鲁木齐市,1866
8,Female,28,12,江苏省 - 南通市,7389
7,Male,,6,内蒙古 - 呼和浩特市,1564
5,Female,,2,,397
8,Female,27,133,陕西省 - 西安市,4793
7,Male,18,57,浙江省 - 宁波市,2750
6,Female,,50,河南省 - 郑州市,666
8,Male,23,492,天津市 ,5103
5,Female,,14,河北省 - 石家庄市,200
7,Female,,45,四川省 - 成都市,1923
8,Female,23,79,湖南省 - 长沙市,3562
7,Male,20,171,河南省 - 郑州市,2304
8,Female,21,58,海外 - 冰岛,4658
9,Male,25,209,江苏省 - 苏州市,10958
8,Female,24,62,黑龙江省 - 大庆市,4141
8,Male,16,929,北京市 ,4845
9,Male,24,13,海外 - 美国,9364
3,Male,,5,云南省 - 昆明市,97
7,Male,23,23,辽宁省 - 沈阳市,1066
6,Male,,12,新疆 - 乌鲁木齐市,982
8,Male,22,51,河北省 - 保定市,3266
7,Male,,23,山东省 - 青岛市,2679
6,Female,,24,广东省 - 深圳市,969
4,Female,28,22,北京市 ,164
8,Male,,94,四川省 - 成都市,3009
8,Male,24,40,陕西省 - 汉中市,4051
8,Male,17,134,河北省 - 石家庄市,3372
7,Male,18,42,北京市 ,1227
8,Female,,80,,3979
0,Male,,10,山西省 - 太原市,8
7,Male,21,58,湖北省 - 武汉市,1711
7,Female,23,112,四川省 - 成都市,1569
6,Female,,18,山东省 - 青岛市,687
5,Male,,79,,791
8,Female,22,22,河南省 - 南阳市,3466
6,Female,23,30,内蒙古 - 呼伦贝尔市,534
7,Male,,27,辽宁省 - 锦州市,1863
8,Male,,44,广东省 - 广州市,3908
7,Female,,161,陕西省 - 西安市,2213
8,Female,22,564,北京市 ,3113
6,Female,,0,,1680
7,Male,20,158,山东省 - 济南市,1946
7,Female,,10,山东省 - 济南市,2120
7,Female,,45,山东省 - 济南市,1577
7,Female,,226,河南省 - 郑州市,2777
7,Female,20,38,湖南省 - 长沙市,1292
8,Male,28,29,安徽省 - 合肥市,3397
8,Male,,15,山西省 - 晋城市,5128
7,Male,,86,山西省 - 太原市,1755
6,Female,21,11,广东省 - 江门市,941
8,Male,,76,河北省 - 保定市,3216
8,Male,20,19,广东省 - 广州市,3456
7,Female,,10,海外 - 澳大利亚,1998
7,Female,28,7,江西省 - 南昌市,1662
8,Female,,7,山东省 - 烟台市,3518
7,Male,,39,黑龙江省 - 哈尔滨市,1372
8,Female,,8,,6206
8,Female,22,31,湖南省 - 长沙市,5452
9,Male,99,250,海外 - 德国,10744
2,Female,,8,辽宁省 - 盘锦市,57
8,Male,24,394,海外 - 其它,4259
7,Male,,23,,1264
8,Male,,37,广东省 - 东莞市,3240
7,Female,27,20,北京市 ,1298
7,Male,25,10,北京市 ,1684
7,Male,,27,湖北省 - 黄冈市,2297
7,Male,,15,,1890
7,Male,,20,内蒙古 - 锡林郭勒盟,2309
6,Male,,37,浙江省 - 杭州市,970
6,Female,,15,河北省 - 邢台市,472
6,Male,23,93,甘肃省 - 甘南藏族自治州,690
7,Male,21,96,北京市 ,1986
6,Female,,9,上海市 ,415
7,Female,22,151,江苏省 - 南京市,2628
7,Male,21,344,福建省 - 漳州市,2789
8,Male,25,17,辽宁省 - 本溪市,5701
8,Male,21,150,江苏省 - 南京市,4374
9,Male,28,93,广东省 - 广州市,9594
8,Male,30,85,北京市 ,4947
8,Female,22,85,河南省 - 郑州市,3009
8,Male,,171,北京市 ,3061
8,Male,28,39,安徽省 - 六安市,7149
7,Male,23,18,湖北省 - 武汉市,1334
8,Female,,170,,4027
9,Male,,34,天津市 ,8992
8,Male,,15,内蒙古 - 呼和浩特市,4323
6,Female,26,37,陕西省 - 西安市,892
7,Female,,135,,2296
6,Female,27,57,四川省 - 乐山市,608
7,Male,,19,,2555
0,Female,,983,,5
8,Male,,68,,6959
5,Female,,6,吉林省 - 吉林市,208
8,Female,,50,,5716
8,Male,19,71,浙江省 - 杭州市,6112
6,Male,22,5,天津市 ,830
6,Male,28,20,上海市 ,683
7,Male,30,50,辽宁省 - 铁岭市,1379
7,Female,22,130,山东省 - 青岛市,2868
7,Male,,33,天津市 ,2664
6,Female,,7,海南省 - 海口市,559
8,Male,,72,,4522
8,Male,28,27,陕西省 - 西安市,3452
7,Male,,29,内蒙古 - 鄂尔多斯市,1679
7,Male,17,46,内蒙古 - 锡林郭勒盟,1950
9,Male,,198,四川省 - 成都市,13611
7,Female,,10,天津市 ,1449
9,Male,,12,,9613
7,Female,27,63,北京市 ,2383
7,Male,24,10,江苏省 - 苏州市,1604
7,Female,,19,,1311
6,Male,20,29,甘肃省 - 武威市,712
8,Female,,48,安徽省 - 合肥市,5013
7,Female,,14,,1159
7,Female,21,92,浙江省 - 台州市,2403
8,Male,22,145,安徽省 - 芜湖市,3102
7,Male,,130,,2578
5,Male,22,6,河南省 - 新乡市,390
8,Male,,44,辽宁省 - 沈阳市,3212
7,Male,22,11,河南省 - 焦作市,1519
6,Male,37,44,浙江省 - 宁波市,869
6,Female,,11,山东省 - 济南市,492
7,Male,24,47,山东省 - 济南市,1565
8,Female,99,131,上海市 ,4399
7,Female,25,17,广东省 - 广州市,2134
7,Female,,100,辽宁省 - 锦州市,1403
7,Male,19,49,河南省 - 新乡市,2571
6,Male,,25,北京市 ,605
3,Female,,9,北京市 ,94
7,Female,,58,湖南省 - 邵阳市,1821
7,Male,,19,湖南省 - 湘潭市,2067
7,Male,,8,内蒙古 - 赤峰市,2315
8,Male,27,31,江苏省 - 南京市,5303
7,Male,,3,黑龙江省 - 牡丹江市,1854
7,Male,25,100,北京市 ,1244
7,Male,,16,北京市 ,1419
7,Male,,37,山东省 - 枣庄市,1660
7,Male,,17,海南省 - 海口市,1024
8,Female,,44,,3055
7,Female,18,25,河南省 - 洛阳市,2019
7,Male,22,26,江西省 - 宜春市,1236
8,Female,,16,北京市 ,7090
7,Male,26,27,辽宁省 - 阜新市,1660
8,Male,,181,四川省 - 南充市,3129
7,Female,,136,,1433
6,Female,19,13,新疆 - 巴音郭楞蒙古自治州,568
7,Male,23,46,河南省 - 鹤壁市,1193
8,Female,,25,安徽省 - 合肥市,3623
8,Female,24,53,北京市 ,4377
9,Female,96,232,北京市 ,10651
6,Male,,10,河南省 - 郑州市,510
6,Male,41,10,四川省 - 成都市,416
8,Male,23,45,山东省 - 淄博市,3534
8,Male,,147,,4359
7,Female,,128,,2403
6,Male,,29,,722
8,Female,,131,山西省 - 大同市,6291
7,Male,,30,贵州省 - 遵义市,1083
7,Male,16,54,浙江省 - 金华市,1215
7,Female,,35,上海市 ,1698
7,Male,19,37,河北省 - 石家庄市,1277
6,Male,27,12,安徽省 - 合肥市,732
5,Male,,16,四川省 - 成都市,378
6,Male,,27,河南省 - 商丘市,698
8,Male,22,38,安徽省 - 合肥市,3748
6,Male,,22,,932
9,Female,,39,,9724
6,Female,,13,湖南省 - 长沙市,490
6,Female,20,8,广东省 - 广州市,611
6,Female,20,7,四川省 - 自贡市,776
8,Male,20,73,江苏省 - 南京市,6573
7,Male,24,20,河北省 - 廊坊市,1362
7,Male,25,9,辽宁省 - 大连市,1947
7,Female,21,10,湖南省 - 株洲市,2025
6,Male,,44,甘肃省 - 天水市,723
8,Male,24,304,安徽省 - 安庆市,7726
8,Male,21,84,四川省 - 成都市,4346
7,Male,27,21,上海市 ,2538
7,Male,20,46,浙江省 - 金华市,1251
8,Female,22,119,山东省 - 青岛市,5029
6,Female,,65,山东省 - 烟台市,676
8,Female,,10,江苏省 - 扬州市,5155
7,Male,19,18,江苏省 - 苏州市,1540
7,Female,17,71,西藏 - 那曲地区,1523
7,Female,,26,北京市 ,1733
8,Male,,37,江苏省 - 无锡市,3643
8,Female,19,9,四川省 - 成都市,3331
6,Male,,84,,810
7,Female,,21,北京市 ,1884
7,Male,22,110,河南省 - 新乡市,2933
5,Female,,11,广东省 - 湛江市,288
6,Female,21,92,河北省 - 保定市,430
8,Female,50,782,湖北省 - 黄石市,5547
6,Male,28,31,河南省 - 洛阳市,725
8,Female,24,8,浙江省 - 宁波市,4959
7,Male,,21,黑龙江省 - 哈尔滨市,2110
4,Male,30,12,河北省 - 唐山市,183
4,Female,,4,,180
8,Female,,24,浙江省 - 杭州市,4478
9,Male,,27,,8614
5,Female,20,8,安徽省 - 安庆市,382
4,Female,20,24,海外 - 冰岛,165
6,Female,,16,四川省 - 成都市,948
7,Male,27,59,广西 - 钦州市,1359
7,Male,,296,,2120
8,Female,26,8,江苏省 - 南京市,4397
4,Female,,8,四川省 - 南充市,130
9,Male,99,13,海外 - 冰岛,17941
9,Male,18,410,四川省 - 德阳市,8587
7,Male,22,48,北京市 ,1551
8,Female,,134,,4689
7,Female,21,173,广东省 - 广州市,2980
9,Female,,195,,9806
7,Female,,25,,2806
6,Female,,34,陕西省 - 西安市,539
10,Male,30,251,山东省 - 青岛市,24722
8,Female,,53,湖南省 - 长沙市,4354
7,Female,,34,,1946
7,Male,20,182,陕西省 - 西安市,2434
6,Female,19,7,江苏省 - 南京市,1551
8,Male,24,33,山东省 - 东营市,7595
8,Male,,12,,3403
8,Female,,21,,4329
9,Male,,294,广东省 - 云浮市,9596
7,Female,,22,,1040
5,Female,26,25,天津市 ,384
6,Male,31,142,山东省 - 东营市,684
7,Female,23,21,广东省 - 珠海市,6308
7,Female,23,2656,福建省 - 福州市,1783
5,Female,99,0,海外 - 英国,354
8,Female,24,22,湖北省 - 孝感市,5533
9,Male,28,15,湖南省 - 衡阳市,8028
7,Male,24,29,河北省 - 衡水市,1306
8,Female,99,450,海外 - 其它,4589
7,Male,,3,甘肃省 - 兰州市,1429
6,Female,,8,吉林省 - 长春市,526
8,Male,23,51,广东省 - 广州市,3621
9,Female,25,208,江苏省 - 苏州市,11847
7,Female,28,4,江苏省 - 泰州市,1990
8,Male,,182,,4558
7,Male,25,214,北京市 ,2989
6,Male,21,22,海外 - 挪威,658
8,Male,,76,云南省 - 楚雄彝族自治州,4139
6,Female,,49,河北省 - 石家庄市,1550
7,Female,21,128,安徽省 - 淮南市,2933
7,Female,,8,湖南省 - 长沙市,1018
7,Female,27,40,山东省 - 潍坊市,2765
9,Female,,298,,11888
8,Male,22,103,天津市 ,5836
8,Male,22,76,安徽省 - 池州市,3790
9,Male,22,1759,海外 - 其它,17851
7,Male,21,17,湖南省 - 常德市,1561
7,Male,,125,陕西省 - 咸阳市,1191
7,Male,24,106,湖北省 - 武汉市,2311
7,Female,22,13,吉林省 - 长春市,2121
7,Female,,111,辽宁省 - 丹东市,2986
5,Female,,25,,498
3,Female,,6,山东省 - 济南市,105
8,Female,23,11,上海市 ,6469
7,Male,,93,河南省 - 平顶山市,1784
8,Female,21,16,湖北省 - 武汉市,3351
6,Male,,15,湖南省 - 长沙市,1265
5,Male,,9,江西省 - 南昌市,370
9,Male,24,70,江苏省 - 南京市,8060
7,Male,23,43,湖北省 - 黄冈市,1412
6,Male,,7,山东省 - 烟台市,424
7,Male,28,10,海外 - 德国,2985
7,Male,26,88,河南省 - 南阳市,2215
5,Male,,2,,282
8,Female,24,127,北京市 ,3626
6,Male,,1,湖北省 - 武汉市,966
8,Male,27,76,山东省 - 烟台市,4758
7,Female,27,25,广东省 - 广州市,2217
7,Male,23,149,湖北省 - 武汉市,1206
8,Female,8,231,四川省 - 绵阳市,4486
8,Female,21,53,山西省 - 太原市,5342
9,Male,23,79,广东省 - 肇庆市,9401
5,Male,,22,山西省 - 太原市,223
7,Male,28,38,河北省 - 唐山市,2693
7,Female,,139,,2326
7,Male,,125,,2936
7,Male,20,7,河北省 - 邢台市,1801
8,Male,,52,天津市 ,4222
7,Male,19,119,上海市 ,2148
5,Male,,15,云南省 - 红河哈尼族彝族自治州,359
7,Male,28,56,北京市 ,2981
7,Female,,47,,2476
4,Female,,15,江苏省 - 南京市,356
3,Female,,6,四川省 - 南充市,122
6,Female,,30,天津市 ,961
10,Male,28,118,福建省 - 福州市,21942
8,Female,19,7,山东省 - 青岛市,7277
8,Female,,100,,3690
7,Male,22,69,浙江省 - 杭州市,1635
6,Male,19,6,江苏省 - 徐州市,1270
6,Female,,17,北京市 ,559
8,Female,,21,香港 ,3117
8,Female,,27,,3666
8,Female,25,54,北京市 ,6451
8,Male,22,110,重庆市 ,5112
5,Male,,12,河北省 - 秦皇岛市,251
5,Female,24,28,陕西省 - 西安市,240
9,Male,21,293,山东省 - 济宁市,10775
8,Male,22,10,河北省 - 保定市,3408
6,Male,,10,上海市 ,884
7,Male,,43,福建省 - 福州市,1527
7,Female,,58,湖北省 - 武汉市,2199
9,Male,20,93,山东省 - 青岛市,10446
7,Female,23,0,广东省 - 广州市,2208
8,Male,26,177,四川省 - 德阳市,3829
6,Male,,36,山东省 - 济南市,934
7,Female,,87,,2026
7,Male,28,38,广东省 - 东莞市,1582
5,Female,,27,黑龙江省 - 齐齐哈尔市,289
8,Female,,24,山东省 - 青岛市,7476
7,Male,24,6,广东省 - 潮州市,2487
8,Female,24,226,江苏省 - 南京市,3208
8,Female,23,96,四川省 - 成都市,6346
7,Female,,17,江苏省 - 宿迁市,1270
7,Female,,161,,1506
7,Male,21,45,陕西省 - 西安市,2032
8,Female,28,67,海外 - 加拿大,3931
6,Male,,22,甘肃省 - 白银市,804
7,Male,,5,甘肃省 - 兰州市,1005
6,Male,,10,河北省 - 沧州市,669
8,Male,16,128,山东省 - 潍坊市,4980
7,Female,,216,,2030
7,Male,21,86,四川省 - 绵阳市,2420
9,Male,26,45,上海市 ,10415
9,Male,28,75,北京市 ,10725
5,Female,,9,海外 - 其它,386
7,Male,22,43,安徽省 - 安庆市,1293
6,Female,,45,,948
5,Female,,23,辽宁省 - 鞍山市,387
7,Male,,95,广东省 - 深圳市,1906
8,Female,,35,广东省 - 广州市,3876
8,Female,,18,,5734
2,Male,,8,山东省 - 济南市,58
7,Male,,35,,1249
9,Male,31,65,江苏省 - 连云港市,8438
3,Female,,8,福建省 - 福州市,113
7,Male,,38,山东省 - 泰安市,1271
8,Male,,64,,4988
8,Female,23,62,重庆市 ,5979
6,Female,,1,湖北省 - 武汉市,448
8,Male,,84,,3914
8,Male,22,124,甘肃省 - 兰州市,4091
8,Female,21,55,山东省 - 济南市,3680
7,Male,,59,青海省 - 西宁市,1498
8,Male,22,12,北京市 ,4357
7,Female,,38,,2851
6,Female,,9,北京市 ,563
6,Male,19,2,湖南省 - 衡阳市,814
9,Male,23,160,四川省 - 成都市,13352
6,Male,23,53,河南省 - 郑州市,817
7,Female,20,11,辽宁省 - 大连市,1626
5,Female,99,7,江苏省 - 盐城市,382
6,Male,19,76,河北省 - 石家庄市,881
9,Male,26,63,北京市 ,10555
7,Male,27,74,浙江省 - 杭州市,1626
7,Male,,120,,1531
